date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:15	19798/19798	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/towupper/	www.cplusplus.com/reference/cwctype/towupper/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:15	19801/19801	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/towlower/	www.cplusplus.com/reference/cwctype/towlower/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:15	20534/20534	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswctype/	www.cplusplus.com/reference/cwctype/iswctype/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:15	19922/19922	---MC-	200	added ('OK')	text/html	etag:1403711928	https://www.cplusplus.com/reference/cwctype/towctrans/	www.cplusplus.com/reference/cwctype/towctrans/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:16	2566/2566	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:16%20GMT	https://www.cplusplus.com/reference/edit.cgi?a=stack	www.cplusplus.com/reference/edit7c9a.html	(from https://www.cplusplus.com/reference/stack/)
14:52:17	20087/20087	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/wctype/	www.cplusplus.com/reference/cwctype/wctype/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:17	16687/16687	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/wctrans_t/	www.cplusplus.com/reference/cwctype/wctrans_t/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:17	19350/19350	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/wctrans/	www.cplusplus.com/reference/cwctype/wctrans/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:17	16678/16678	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/wctype_t/	www.cplusplus.com/reference/cwctype/wctype_t/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:18	1460/1460	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2012:52:18%20GMT	https://www.cplusplus.com/reference/delete.cgi?a=stack	www.cplusplus.com/reference/delete7c9a.cgi	(from https://www.cplusplus.com/reference/stack/)
